#{"t_start": 1650127719.715501, "env_id": "BipedalWalker-v3"}
r,l,t
-101.829383,57,10163.999653
-101.828366,57,10164.131007
-102.781666,51,10164.296085
-101.829809,57,10164.426228
-101.835277,57,10164.586819
-102.776234,51,10164.741891
-101.829704,57,10164.86781
-101.829985,57,10165.0416
-102.77485,51,10165.172836
-102.779086,51,10165.325373
-101.837165,57,10165.455732
-101.829518,57,10165.629494
-101.836813,57,10165.757083
-102.781422,51,10165.911166
-102.444819,53,10166.066371
-101.837514,57,10166.227944
-102.667525,50,10166.381951
-101.829469,57,10166.51678
-101.835265,57,10166.673353
-101.835928,57,10166.811794
-101.836143,57,10166.990445
-107.01793,45,10167.104834
-106.759643,46,10167.262813
-102.566439,65,10167.424175
-103.865662,59,10167.589785
-107.016312,45,10167.702796
-107.012786,45,10167.843817
-103.620816,59,10167.987674
-107.012815,45,10168.130069
-106.75898,46,10168.24342
-106.731892,46,10168.392081
-103.305052,60,10168.533097
-103.305622,60,10168.70274
-102.563825,65,10168.896085
-101.829267,57,10169.053907
-102.441837,53,10169.213195
-101.836766,57,10169.345623
-101.82872,57,10169.525794
-101.84022,57,10169.65959
-101.837787,57,10169.841071
-101.836094,57,10170.008095
-102.66776,50,10170.140645
-101.82836,57,10170.31514
-101.827991,57,10170.451491
-102.779821,51,10170.610353
-101.828954,57,10170.741841
-102.65935,50,10170.898721
-102.784065,51,10171.040332
-101.836793,57,10171.215761
-102.778682,51,10171.342077
-101.828655,57,10171.515652
-101.840297,57,10171.67774
-101.82819,57,10171.804824
-101.835145,57,10171.997559
-101.839984,57,10172.138972
-101.836204,57,10172.320762
-101.836828,57,10172.45194
-101.839772,57,10172.61689
-102.670153,50,10172.740675
-101.835981,57,10172.908507
-102.77773,51,10173.06235
-101.836637,57,10173.203656
-102.564142,65,10173.394034
-107.016594,45,10173.501447
-107.014024,45,10173.634825
-104.173499,58,10173.768648
-102.564422,65,10173.956643
-107.010073,45,10174.070023
-103.442414,61,10174.261273
-103.433475,61,10174.435215
-103.433513,61,10174.599267
-107.013458,45,10174.739357
-106.990697,45,10174.852889
-103.618874,59,10175.02989
-102.442376,53,10175.162066
-101.828446,57,10175.333881
-101.828253,57,10175.47906
-101.82811,57,10175.641889
-102.44241,53,10175.771722
-101.836796,57,10175.958136
-101.82899,57,10176.131896
-101.836409,57,10176.294562
-101.828142,57,10176.477369
-101.827909,57,10176.619547
-102.778594,51,10176.773158
-102.781337,51,10176.909497
-101.837524,57,10177.096407
-101.836929,57,10177.246711
-101.837042,57,10177.434099
-102.442116,53,10177.592772
-101.835827,57,10177.734525
-102.774892,51,10177.896535
-101.829463,57,10178.046479
-101.837672,57,10178.223459
-102.668817,50,10178.379795
-102.781359,51,10178.546657
-101.829568,57,10178.683559
-101.829907,57,10178.886209
-102.774663,51,10179.017274
-101.829537,57,10179.202112
-102.48036,53,10179.369003
-102.666642,50,10179.49449
-101.829802,57,10179.670245
-102.564146,65,10179.830224
-107.013038,45,10179.992022
-103.32385,60,10180.140636
-107.015872,45,10180.276645
-103.305043,60,10180.43842
-103.3058,60,10180.620493
-103.448236,61,10180.800307
-107.016876,45,10180.924976
-103.717017,60,10181.118945
-103.304694,60,10181.284918
-106.758941,46,10181.446608
-101.829778,57,10181.59797
-101.828767,57,10181.774544
-101.837935,57,10181.92054
-102.480508,53,10182.107045
-101.839966,57,10182.278241
-101.837034,57,10182.443754
-101.835935,57,10182.631817
-101.829774,57,10182.788977
-101.828705,57,10182.977327
-101.827992,57,10183.129025
-101.829714,57,10183.311057
-101.835417,57,10183.477863
-101.835099,57,10183.654766
-101.829772,57,10183.832664
-101.828941,57,10183.985149
-101.835513,57,10184.170049
-101.828203,57,10184.309657
-101.836816,57,10184.508009
-101.83634,57,10184.661929
-101.835121,57,10184.854825
-101.839893,57,10185.045795
-101.835364,57,10185.189118
-101.837935,57,10185.376737
-101.835289,57,10185.537508
-101.835377,57,10185.724909
-101.828047,57,10185.887506
-101.837636,57,10186.06585
-101.837426,57,10186.275667
-102.486483,53,10186.412997
-101.836968,57,10186.601082
-102.565386,65,10186.777684
-102.564038,65,10186.976094
-102.564145,65,10187.204386
-103.305446,60,10187.36123
-106.730195,46,10187.533403
-103.305374,60,10187.693107
-106.75718,46,10187.850829
-102.564049,65,10188.024005
-107.019112,45,10188.172107
-103.433679,61,10188.351059
-102.485915,53,10188.527804
-102.480353,53,10188.715584
-101.835517,57,10188.868674
-101.835612,57,10189.054697
-101.828546,57,10189.210892
-101.840032,57,10189.391008
-101.835232,57,10189.544812
-102.776538,51,10189.718168
-101.837599,57,10189.859699
-102.77542,51,10190.032129
-101.830265,57,10190.211769
-101.837266,57,10190.357699
-102.779768,51,10190.511916
-102.778644,51,10190.655079
-101.829109,57,10190.837448
-101.830572,57,10190.985272
-101.828943,57,10191.170752
-101.828178,57,10191.316697
-102.484563,53,10191.49179
-101.828684,57,10191.66579
-101.836499,57,10191.824407
-101.83005,57,10192.008534
-102.667017,50,10192.137638
-101.829601,57,10192.317949
-101.837791,57,10192.463974
-101.829636,57,10192.640317
-101.828423,57,10192.790434
-102.776905,51,10192.956946
-102.78,51,10193.096525
-101.836205,57,10193.283824
-101.838364,57,10193.469633
-103.433445,61,10193.6307
-103.43338,61,10193.81991
-103.433493,61,10193.972915
-103.4338,61,10194.161355
-102.563909,65,10194.362457
-103.305461,60,10194.521638
-102.56544,65,10194.731176
-107.015408,45,10194.849762
-103.434206,61,10195.096238
-101.828478,57,10195.281861
-101.836533,57,10195.430736
-101.828608,57,10195.620883
-102.668102,50,10195.75192
-101.837021,57,10195.936669
-101.839998,57,10196.098684
-101.837551,57,10196.279075
-101.827867,57,10196.457616
-101.83747,57,10196.602362
-101.829786,57,10196.786649
-101.835915,57,10196.94197
-102.442443,53,10197.114077
-101.837921,57,10197.287223
-102.669178,50,10197.43765
-101.829273,57,10197.594184
-101.836493,57,10197.780749
-101.829643,57,10197.977021
-101.828202,57,10198.116537
-102.665843,50,10198.27872
-102.658252,50,10198.414551
-102.663704,50,10198.572598
-102.780156,51,10198.716926
-101.830509,57,10198.895552
-101.829687,57,10199.04166
-101.837183,57,10199.222909
-101.835311,57,10199.371125
-101.835815,57,10199.558868
-101.835939,57,10199.738764
-101.835194,57,10199.899058
-102.656978,50,10200.063278
-101.828516,57,10200.207892
-101.838269,57,10200.380551
-106.996703,45,10200.494722
-103.312817,60,10200.671943
-103.305293,60,10200.820725
-102.564124,65,10201.032117
-103.43355,61,10201.214989
-103.305655,60,10201.356381
-103.433408,61,10201.541191
-102.564328,65,10201.73573
-101.827973,57,10201.903728
-101.828762,57,10202.101915
-101.835464,57,10202.245886
-101.829841,57,10202.433758
-101.835633,57,10202.577241
-101.835936,57,10202.756031
-101.828436,57,10202.895483
-101.829807,57,10203.098336
-101.828637,57,10203.264422
-101.835593,57,10203.416728
-102.782812,51,10203.564548
-102.667629,50,10203.693235
-101.836439,57,10203.869559
-101.828911,57,10204.022378
-102.780917,51,10204.181025
-101.836154,57,10204.319391
-102.480143,53,10204.485559
-101.840084,57,10204.652873
-101.839798,57,10204.800553
-102.778893,51,10204.969541
-102.77831,51,10205.106996
-101.829845,57,10205.285282
-101.828713,57,10205.433606
-102.781458,51,10205.58676
-102.778557,51,10205.715155
-102.484556,53,10205.869736
-101.828313,57,10206.028513
-101.835142,57,10206.199797
-101.836664,57,10206.369881
-101.837194,57,10206.505935
-101.835166,57,10206.676612
-102.78002,51,10206.812351
-101.841424,57,10206.990378
-102.563614,65,10207.164593
-103.433807,61,10207.35189
-103.30488,60,10207.534276
-103.313028,60,10207.679024
-103.432143,61,10207.89439
-107.015921,45,10208.00964
-107.011324,45,10208.160905
-101.827806,57,10208.313927
-101.830476,57,10208.511959
-102.48649,53,10208.656318
-101.8302,57,10208.838434
-101.840223,57,10209.024738
-101.837853,57,10209.171722
-101.835289,57,10209.351368
-101.835525,57,10209.484127
-101.828711,57,10209.662798
-102.776014,51,10209.789237
-101.830181,57,10209.965264
-101.837195,57,10210.142319
-102.486231,53,10210.318055
-101.837403,57,10210.503511
-102.657614,50,10210.626677
-101.839963,57,10210.811853
-101.840291,57,10210.964774
-101.836166,57,10211.156826
-101.829573,57,10211.315225
-101.828672,57,10211.500403
-101.829026,57,10211.650754
-101.837582,57,10211.825414
-101.828136,57,10212.035911
-101.828919,57,10212.203187
-101.839922,57,10212.400331
-101.828867,57,10212.554139
-101.82915,57,10212.735838
-101.829362,57,10212.893004
-102.778328,51,10213.066771
-101.836613,57,10213.269859
-102.667541,50,10213.400325
-102.442477,53,10213.580395
-101.83994,57,10213.717075
-101.829853,57,10213.914919
-107.016804,45,10214.031474
-102.565392,65,10214.240552
-107.013474,45,10214.363212
-103.433551,61,10214.551885
-107.013801,45,10214.665823
-103.442662,61,10214.852998
-102.779937,51,10214.998269
-101.829766,57,10215.178344
-101.828652,57,10215.374905
-101.835913,57,10215.51595
-101.829612,57,10215.690258
-101.830279,57,10215.830299
-101.837649,57,10216.025229
-101.835243,57,10216.167824
-101.83014,57,10216.361032
-101.837305,57,10216.545859
-102.486742,53,10216.678588
-101.828128,57,10216.869349
-102.442339,53,10217.004074
-102.484099,53,10217.174026
-101.830214,57,10217.333282
-101.836237,57,10217.503362
-101.82902,57,10217.652524
-102.774085,51,10217.814475
-101.83557,57,10218.024281
-102.779582,51,10218.162367
-102.658347,50,10218.324327
-101.828907,57,10218.480091
-101.829812,57,10218.654379
-101.829646,57,10218.791225
-101.836654,57,10218.975925
-101.837863,57,10219.118142
-101.835265,57,10219.292789
-101.840126,57,10219.481347
-102.778551,51,10219.605949
-101.828788,57,10219.784972
-101.830055,57,10219.937297
-102.442719,53,10220.106425
-101.829748,57,10220.254494
-102.443557,53,10220.441094
-101.831379,57,10220.574965
-103.433501,61,10220.773952
-103.433365,61,10220.993107
-107.01443,45,10221.123727
-102.563647,65,10221.341146
-102.566298,65,10221.51272
-101.836522,57,10221.684922
-102.486846,53,10221.817624
-101.830002,57,10221.999025
-101.829901,57,10222.180685
-101.828958,57,10222.325959
-102.779779,51,10222.500973
-102.778681,51,10222.620802
-101.829028,57,10222.78755
-102.779268,51,10222.931493
-102.480488,53,10223.097132
-102.442483,53,10223.232671
-101.835114,57,10223.423362
-101.828769,57,10223.59409
-102.777568,51,10223.752422
-101.829237,57,10223.937391
-102.777091,51,10224.062521
-101.829674,57,10224.239586
-101.830504,57,10224.387634
-102.775192,51,10224.550995
-101.829755,57,10224.709959
-101.828834,57,10224.879421
-101.830262,57,10225.052171
-102.774805,51,10225.218007
-101.839842,57,10225.374104
-101.836178,57,10225.538848
-101.836121,57,10225.718133
-102.483742,53,10225.855656
-101.840062,57,10226.042759
-101.836935,57,10226.182192
-102.779655,51,10226.362449
-101.830445,57,10226.503529
-101.828105,57,10226.675485
-101.828587,57,10226.858451
-101.836468,57,10227.008429
-102.442437,53,10227.188391
-101.837871,57,10227.327093
-106.758734,46,10227.480011
-103.448814,61,10227.64021
-103.433876,61,10227.83461
-102.563974,65,10228.051617
-101.837232,57,10228.200748
-102.486896,53,10228.377094
-102.664343,50,10228.501169
-102.657722,50,10228.667528
-101.828842,57,10228.810912
-102.485933,53,10228.986155
-102.775222,51,10229.12491
-102.443947,53,10229.30086
-101.83639,57,10229.441151
-101.828351,57,10229.62088
-102.441988,53,10229.775819
-101.837601,57,10229.956713
-101.835328,57,10230.14341
-102.664514,50,10230.273865
-101.83567,57,10230.44766
-101.829453,57,10230.595098
-102.782121,51,10230.758688
-102.780033,51,10230.896322
-101.835819,57,10231.088679
-101.828775,57,10231.248548
-102.663304,50,10231.404455
-102.666915,50,10231.531792
-102.779689,51,10231.689447
-101.836713,57,10231.838519
-102.784079,51,10232.01944
-101.829137,57,10232.199831
-101.828486,57,10232.356436
-101.840208,57,10232.539441
-101.828959,57,10232.685807
-102.484057,53,10232.86199
-101.828563,57,10233.007188
-101.829854,57,10233.175857
-101.829856,57,10233.322458
-101.82788,57,10233.498202
-101.83615,57,10233.679094
-102.769981,51,10233.810978
-101.837038,57,10233.990847
-102.564024,65,10234.161535
-103.305104,60,10234.349976
-103.433463,61,10234.530802
-102.779453,51,10234.662817
-101.835472,57,10234.835135
-101.836789,57,10234.991865
-102.778345,51,10235.157454
-101.83704,57,10235.31279
-101.835542,57,10235.494024
-101.829359,57,10235.638062
-102.77495,51,10235.801333
-102.442214,53,10235.954144
-101.837584,57,10236.137827
-101.83723,57,10236.323385
-101.839909,57,10236.464593
-101.837571,57,10236.644323
-101.828383,57,10236.791903
-101.829358,57,10236.982965
-101.82959,57,10237.150017
-101.829856,57,10237.331155
-102.486072,53,10237.493869
-101.839938,57,10237.634789
-102.486612,53,10237.815987
-102.776109,51,10237.959873
-101.83687,57,10238.157801
-101.828974,57,10238.324326
-101.82812,57,10238.508185
-102.778552,51,10238.643205
-102.442393,53,10238.820505
-101.830029,57,10238.986061
-101.829835,57,10239.164129
-101.828061,57,10239.349997
-101.829671,57,10239.487747
-101.837356,57,10239.672312
-102.774032,51,10239.799891
-101.828657,57,10239.993118
-101.829524,57,10240.150733
-101.836336,57,10240.335722
-101.828526,57,10240.5188
-101.82808,57,10240.666639
-101.831044,57,10240.838212
-103.305207,60,10241.022798
-103.433383,61,10241.251313
-101.830298,57,10241.405748
-102.779689,51,10241.593118
-101.828528,57,10241.772537
-101.835188,57,10241.934749
-102.658763,50,10242.112355
-102.781162,51,10242.248737
-101.828934,57,10242.419845
-101.829961,57,10242.569195
-101.837759,57,10242.752312
-102.486634,53,10242.88773
-102.66758,50,10243.058261
-101.828374,57,10243.208794
-102.777297,51,10243.37626
-101.840146,57,10243.54412
-101.836851,57,10243.690052
-102.442278,53,10243.853978
-101.839924,57,10244.009113
-101.835797,57,10244.19804
-101.837599,57,10244.362465
-101.828543,57,10244.537068
-101.829539,57,10244.689318
-101.835714,57,10244.86289
-101.835099,57,10245.048245
-102.479957,53,10245.197862
-101.836388,57,10245.390839
-101.840014,57,10245.537429
-101.828333,57,10245.722532
-102.774817,51,10245.868316
-102.442702,53,10246.039082
-101.829342,57,10246.215089
-101.840044,57,10246.396368
-101.828327,57,10246.571399
-102.442368,53,10246.704928
-102.483989,53,10246.867381
-101.828771,57,10247.015123
-102.782306,51,10247.204379
-101.836634,57,10247.354143
-102.783363,51,10247.510689
-101.830569,57,10247.654115
-107.01316,45,10247.792346
-102.777619,51,10247.951846
-101.829851,57,10248.123724
-102.668057,50,10248.27642
-102.669473,50,10248.448999
-101.839856,57,10248.598561
-102.486466,53,10248.781171
-102.483912,53,10248.947486
-101.835682,57,10249.103834
-101.829949,57,10249.289077
-102.668489,50,10249.429165
-101.829801,57,10249.603141
-101.835112,57,10249.753025
-101.829858,57,10249.930874
-102.779155,51,10250.056062
-101.835108,57,10250.237712
-102.774471,51,10250.368903
-101.830102,57,10250.549249
-101.830283,57,10250.719346
-101.830223,57,10250.86301
-101.836461,57,10251.049529
-101.837443,57,10251.184722
-101.837083,57,10251.385687
-101.830536,57,10251.531164
-101.828415,57,10251.707659
-101.828632,57,10251.892409
-101.827935,57,10252.037468
-102.442544,53,10252.212838
-102.775095,51,10252.351036
-102.442859,53,10252.521368
-101.828032,57,10252.661906
-102.4865,53,10252.828096
-101.828881,57,10252.977825
-101.828701,57,10253.165239
-101.8302,57,10253.358489
-101.836722,57,10253.507677
-102.779482,51,10253.687857
-102.443596,53,10253.818912
-101.828585,57,10254.014963
-102.783532,51,10254.143392
-101.838037,57,10254.319433
-102.566407,65,10254.487769
-106.75534,46,10254.635483
-103.448495,61,10254.830856
-103.305414,60,10254.988122
-102.563709,65,10255.179267
-103.325451,60,10255.348988
-103.846067,59,10255.53605
-103.433742,61,10255.73573
-103.433297,61,10255.905702
-103.433465,61,10256.100848
-103.433699,61,10256.261103
-103.305132,60,10256.461791
-103.619407,59,10256.632993
-103.305298,60,10256.800098
-103.433382,61,10256.978925
-103.434157,61,10257.145529
-103.621233,59,10257.323709
-102.563915,65,10257.531469
-102.566645,65,10257.693712
-103.312595,60,10257.876333
-106.758825,46,10258.000462
-107.017286,45,10258.146549
-103.305137,60,10258.299759
-106.756781,46,10258.455198
-103.865643,59,10258.623118
-103.433782,61,10258.82206
-103.715602,60,10259.002025
-103.433409,61,10259.153588
-102.56428,65,10259.344389
-106.759079,46,10259.461689
-103.433385,61,10259.645001
-102.563563,65,10259.839631
-103.432132,61,10259.994159
-103.433573,61,10260.188651
-102.565381,65,10260.383506
-103.32639,60,10260.52824
-103.706407,60,10260.713538
-103.305409,60,10260.862229
-106.990098,45,10261.017437
-107.018982,45,10261.134738
-101.837995,57,10261.316925
-103.305162,60,10261.472336
-103.442758,61,10261.662796
-103.433534,61,10261.870152
-107.018223,45,10261.98739
-103.844753,59,10262.18812
-103.432056,61,10262.346587
-102.563785,65,10262.543279
-103.305459,60,10262.733347
-102.563891,65,10262.900265
-103.431972,61,10263.102631
-107.016312,45,10263.222548
-103.442675,61,10263.405425
-103.433646,61,10263.562979
-107.014608,45,10263.723407
-103.305109,60,10263.8986
-107.017937,45,10264.016053
-103.621141,59,10264.202213
-103.433796,61,10264.354115
-103.312802,60,10264.540742
-107.013145,45,10264.662151
-103.442663,61,10264.859259
-103.4502,61,10265.01873
-102.564138,65,10265.215234
-103.305337,60,10265.405415
-103.305377,60,10265.568643
-103.312723,60,10265.755959
-107.016157,45,10265.879648
-102.563665,65,10266.085157
-103.30559,60,10266.282356
-102.564476,65,10266.437149
-103.305287,60,10266.62335
-102.56642,65,10266.796485
-107.014159,45,10266.949593
-107.015997,45,10267.060465
-106.757252,46,10267.219337
-102.563912,65,10267.437714
-103.305569,60,10267.598876
-103.867682,59,10267.78627
-103.433471,61,10267.954008
-101.836339,57,10268.134467
-101.83851,57,10268.291486
-103.433689,61,10268.49854
-103.622507,59,10268.696031
-103.44895,61,10268.874136
-102.563747,65,10269.077045
-103.434392,61,10269.275481
-103.432931,61,10269.431892
-102.564514,65,10269.630869
-103.433436,61,10269.798089
-103.305473,60,10269.998286
-107.01675,45,10270.128797
-102.566491,65,10270.327681
-107.012013,45,10270.483386
-103.432021,61,10270.631869
-107.012263,45,10270.783115
-106.758242,46,10270.916453
-103.433397,61,10271.114813
-103.433553,61,10271.273918
-106.759639,46,10271.421408
-106.759102,46,10271.541653
-102.563708,65,10271.73683
-107.01409,45,10271.859073
-107.017453,45,10272.00888
-102.566371,65,10272.186663
-107.014562,45,10272.34164
-107.01419,45,10272.453846
-103.325837,60,10272.638907
-103.305317,60,10272.786703
-103.433504,61,10272.985069
-102.56637,65,10273.185096
-103.305262,60,10273.335459
-103.431997,61,10273.524782
-103.434238,61,10273.719042
-107.013242,45,10273.845711
-107.014582,45,10273.973566
-107.017809,45,10274.114413
-107.013366,45,10274.245987
-102.565517,65,10274.441417
-103.450194,61,10274.633055
-101.828498,57,10274.781447
-102.44215,53,10274.968103
-101.83684,57,10275.12847
-107.014782,45,10275.29136
-103.304824,60,10275.442341
-103.305456,60,10275.63079
-103.305095,60,10275.818262
-103.31286,60,10275.978218
-103.305471,60,10276.168466
-103.433565,61,10276.328534
-106.759359,46,10276.477387
-107.017525,45,10276.587842
-103.3054,60,10276.772692
-103.305289,60,10276.943854
-102.564208,65,10277.163167
-102.566499,65,10277.358531
-103.30469,60,10277.498378
-103.433523,61,10277.69471
-103.326383,60,10277.868219
-103.325581,60,10278.03275
-103.433427,61,10278.211071
-106.75698,46,10278.326378
-103.432278,61,10278.513638
-103.44848,61,10278.666595
-103.297698,60,10278.861192
-102.563677,65,10279.081409
-102.565433,65,10279.246981
-106.75701,46,10279.394766
-103.432105,61,10279.542349
-103.433433,61,10279.730208
-103.433465,61,10279.917542
-107.018995,45,10280.03505
-103.31273,60,10280.215848
-103.304931,60,10280.368782
-102.565392,65,10280.553894
-107.016113,45,10280.668926
-106.9918,45,10280.825803
-106.758785,46,10280.956141
-107.013784,45,10281.15237
-103.305157,60,10281.332655
-101.828381,57,10281.503769
-101.836829,57,10281.681953
-101.82959,57,10281.826296
-101.841531,57,10282.017252
-103.305052,60,10282.196724
-103.62144,59,10282.371728
-102.588461,70,10282.590657
-103.441047,61,10282.755134
-103.433473,61,10282.94733
-103.433727,61,10283.102429
-103.449923,61,10283.312121
-102.565335,65,10283.525343
-103.30545,60,10283.692493
-102.564519,65,10283.913685
-103.449848,61,10284.063447
-103.43329,61,10284.281306
-103.325619,60,10284.47506
-107.018997,45,10284.591338
-107.013507,45,10284.737905
-107.014049,45,10284.85009
-107.016146,45,10285.011345
-107.017739,45,10285.133698
-107.015901,45,10285.261479
-102.564016,65,10285.466162
-103.305346,60,10285.666424
-103.442774,61,10285.806116
-103.43364,61,10286.008657
-103.433409,61,10286.165397
-103.431967,61,10286.370888
-103.432006,61,10286.559703
-103.304772,60,10286.702598
-103.305411,60,10286.896324
-103.305331,60,10287.086617
-107.012377,45,10287.202272
-102.563533,65,10287.416134
-103.450538,61,10287.581469
-103.433473,61,10287.781547
-106.758649,46,10287.90598
-103.433695,61,10288.112177
-103.433954,61,10288.314659
-102.779085,51,10288.447561
-101.829323,57,10288.620522
-101.837067,57,10288.777845
-101.835876,57,10288.991375
-101.831388,57,10289.149817
-103.305377,60,10289.35018
-103.433521,61,10289.542455
-103.433464,61,10289.687962
-106.75919,46,10289.84689
-103.305323,60,10289.99963
-103.61895,59,10290.185857
-103.305165,60,10290.359002
-103.305169,60,10290.544105
-107.016694,45,10290.657498
-102.56436,65,10290.855862
-103.433326,61,10291.046861
-103.43336,61,10291.219182
-103.867095,59,10291.422882
-103.305285,60,10291.568841
-103.432121,61,10291.752683
-106.757647,46,10291.902108
-107.015193,45,10292.019496
-103.305267,60,10292.218374
-106.761282,46,10292.342884
-103.433558,61,10292.535935
-107.016194,45,10292.646304
-103.305604,60,10292.822292
-103.43202,61,10292.979317
-103.305254,60,10293.155432
-103.443003,61,10293.340034
-107.01433,45,10293.460049
-102.563902,65,10293.654321
-103.43351,61,10293.798487
-103.305486,60,10293.979852
-103.448608,61,10294.130036
-103.433355,61,10294.322617
-107.01681,45,10294.459719
-103.30552,60,10294.614312
-103.305207,60,10294.790568
-107.015139,45,10294.904398
-102.778748,51,10295.063564
-102.774429,51,10295.187548
-102.781132,51,10295.344971
-101.836367,57,10295.488708
-101.830499,57,10295.661252
-101.836385,57,10295.798897
-103.448706,61,10295.990061
-103.433618,61,10296.171882
-103.305195,60,10296.316055
-104.17357,58,10296.495975
-107.017294,45,10296.619294
-103.868497,59,10296.790128
-106.996877,45,10296.900283
-103.433554,61,10297.112464
-102.565427,65,10297.311137
-107.01228,45,10297.423501
-103.433509,61,10297.60976
-103.450432,61,10297.752754
-107.013046,45,10297.893174
-103.305226,60,10298.054475
-107.013948,45,10298.218436
-107.015589,45,10298.339642
-102.563619,65,10298.543883
-102.564013,65,10298.713869
-103.433366,61,10298.897264
-107.015752,45,10299.051569
-103.432142,61,10299.22923
-107.01417,45,10299.373668
-107.016618,45,10299.484423
-106.992228,45,10299.608845
-103.305223,60,10299.795865
-106.730273,46,10299.952019
-103.433303,61,10300.121777
-102.564371,65,10300.324688
-103.305255,60,10300.466646
-107.015479,45,10300.606136
-102.564499,65,10300.803683
-103.305548,60,10300.955013
-103.450607,61,10301.129011
-103.305515,60,10301.287842
-101.836351,57,10301.452448
-101.84022,57,10301.595896
-101.82857,57,10301.769939
-102.78121,51,10301.93087
-102.486645,53,10302.068116
-102.775863,51,10302.231616
-101.841371,57,10302.377169
-103.305292,60,10302.557727
-103.305274,60,10302.704075
-107.013379,45,10302.856262
-103.433729,61,10303.000459
-102.566435,65,10303.197136
-106.759684,46,10303.338435
-103.305709,60,10303.481632
-102.566369,65,10303.674603
-103.305416,60,10303.838055
-103.305312,60,10304.015162
-102.566515,65,10304.208091
-103.312753,60,10304.355867
-103.433509,61,10304.543797
-103.305423,60,10304.68801
-103.305179,60,10304.883306
-103.305416,60,10305.068395
-102.563854,65,10305.224452
-103.305459,60,10305.404346
-102.565422,65,10305.595415
-103.305795,60,10305.759598
-103.305003,60,10305.962486
-107.015148,45,10306.084571
-106.98689,45,10306.233545
-102.565298,65,10306.400092
-103.433518,61,10306.592881
-102.566409,65,10306.783217
-106.758271,46,10306.896052
-107.014093,45,10307.011173
-103.433323,61,10307.208091
-106.990409,45,10307.357977
-103.433775,61,10307.511431
-103.305663,60,10307.691042
-106.759142,46,10307.821743
-102.781194,51,10307.998221
-101.836344,57,10308.137268
-101.828656,57,10308.317151
-101.836553,57,10308.461841
-102.779648,51,10308.623368
-101.835706,57,10308.764669
-102.670568,50,10308.929785
-101.829199,57,10309.112183
-107.017688,45,10309.2458
-103.433612,61,10309.434637
-103.433448,61,10309.586051
-106.992944,45,10309.735791
-102.565406,65,10309.902119
-103.324946,60,10310.080801
-103.433442,61,10310.256815
-103.305396,60,10310.400886
-107.014993,45,10310.536885
-107.014794,45,10310.645855
-106.986813,45,10310.751279
-106.987805,45,10310.900862
-103.433517,61,10311.07548
-106.757484,46,10311.194183
-106.984347,45,10311.306883
-103.433417,61,10311.478447
-103.312837,60,10311.653207
-103.433391,61,10311.806481
-107.01655,45,10311.963341
-102.563888,65,10312.125145
-106.992352,45,10312.269463
-107.012909,45,10312.379122
-106.759072,46,10312.526191
-103.433446,61,10312.674083
-102.563771,65,10312.864187
-106.757954,46,10312.98835
-103.432168,61,10313.182799
-106.759849,46,10313.333096
-106.757842,46,10313.452828
-107.01674,45,10313.568387
-103.43359,61,10313.756336
-107.011983,45,10313.870618
-102.668918,50,10314.03541
-101.837108,57,10314.214309
-102.668432,50,10314.345219
-102.663391,50,10314.492974
-101.837053,57,10314.634429
-101.828183,57,10314.797705
-102.779946,51,10314.929598
-102.782427,51,10315.105798
-101.830195,57,10315.243173
-103.433313,61,10315.430764
-106.994029,45,10315.54125
-103.433459,61,10315.708713
-103.305538,60,10315.897621
-103.433341,61,10316.065328
-102.588357,70,10316.267603
-103.305224,60,10316.41275
-103.305498,60,10316.583877
-103.298077,60,10316.76363
-107.01861,45,10316.871653
-103.312935,60,10317.048509
-107.016613,45,10317.176681
-107.015264,45,10317.326381
-102.56385,65,10317.481274
-103.433481,61,10317.657308
-103.305704,60,10317.802218
-102.564305,65,10318.003547
-103.305522,60,10318.190832
-107.019243,45,10318.316289
-107.014572,45,10318.45832
-107.010474,45,10318.56723
-103.433443,61,10318.757918
-107.018059,45,10318.891153
-103.305604,60,10319.077532
-102.563777,65,10319.248049
-103.433475,61,10319.463302
-103.42588,61,10319.642647
-103.449752,61,10319.800212
-103.305265,60,10319.976853
-103.305293,60,10320.132591
-102.564539,65,10320.345095
-102.778814,51,10320.503777
-101.837239,57,10320.645521
-102.777574,51,10320.804306
-102.772039,51,10320.930512
-101.82955,57,10321.113808
-101.829046,57,10321.273441
-101.827892,57,10321.44313
-101.83982,57,10321.582073
-101.830278,57,10321.750902
-101.838066,57,10321.922806
-103.305298,60,10322.082859
-107.018298,45,10322.252421
-103.3047,60,10322.408504
-103.433385,61,10322.602956
-107.015464,45,10322.711044
-103.305111,60,10322.888686
-103.305496,60,10323.06724
-103.433486,61,10323.235185
-103.434163,61,10323.412169
-103.312768,60,10323.560163
-103.433377,61,10323.740538
-107.019152,45,10323.860148
-103.433375,61,10324.039334
-107.015125,45,10324.156875
-103.433803,61,10324.354032
-103.432861,61,10324.521402
-102.564479,65,10324.686004
-103.433488,61,10324.861264
-103.432147,61,10325.048762
-106.759501,46,10325.163014
-103.43358,61,10325.35962
-107.016923,45,10325.47016
-106.758518,46,10325.630383
-106.987556,45,10325.73983
-107.016726,45,10325.850055
-103.442985,61,10326.038615
-103.431967,61,10326.227692
-107.015667,45,10326.352469
-103.297899,60,10326.528974
-107.015175,45,10326.643469
-101.836756,57,10326.824381
-101.829919,57,10326.96128
-101.840275,57,10327.153454
